0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0001,0.0000
0.0003,0.0000
0.0007,0.0000
0.0014,0.0000
0.0027,0.0000
0.0051,0.0000
0.0090,0.0000
0.0153,0.0000
0.0249,0.0000
0.0390,0.0000
0.0588,0.0000
0.0856,0.0000
0.1204,0.0000
0.1639,0.0000
0.2162,0.0000
0.2767,0.0000
0.3441,0.0000
0.4165,0.0000
0.4916,0.0000
0.5667,0.0000
0.6392,0.0000
0.7067,0.0000
0.7675,0.0000
0.8204,0.0000
0.8649,0.0000
0.9011,0.0000
0.9295,0.0000
0.9511,0.0000
0.9670,0.0000
0.9784,0.0000
0.9862,0.0000
0.9914,0.0000
0.9948,0.0000
0.9969,0.0000
0.9982,0.0000
0.9990,0.0000
0.9994,0.0000
0.9996,0.0000
0.9997,0.0000
0.9998,0.0000
0.9998,0.0000
0.9998,0.0001
0.9998,0.0002
0.9998,0.0004
0.9998,0.0008
0.9998,0.0016
0.9998,0.0029
0.9998,0.0050
0.9998,0.0084
0.9998,0.0136
0.9998,0.0214
0.9998,0.0328
0.9998,0.0487
0.9998,0.0703
0.9998,0.0987
0.9998,0.1349
0.9998,0.1794
0.9998,0.2323
0.9998,0.2931
0.9998,0.3606
0.9998,0.4331
0.9998,0.5082
0.9998,0.5833
0.9998,0.6557
0.9998,0.7231
0.9998,0.7836
0.9998,0.8359
0.9998,0.8794
0.9998,0.9142
0.9998,0.9410
0.9998,0.9608
0.9998,0.9749
0.9998,0.9845
0.9998,0.9908
0.9998,0.9947
0.9998,0.9971
0.9998,0.9984
0.9998,0.9991
0.9998,0.9995
0.9998,0.9997
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
0.9998,0.9998
